State,Household_ID,Income,Family_Size,Land_Owned,Occupation,Aadhaar_Linked,Existing_Benefits,Total_Ration_Cards,Age_Group,Eligible,Duplicate_Flag,Fraud_Flag
Maharashtra,HH02477,59058,3,1,Government Job,Yes,0,1,Senior,0,0,0
Uttar Pradesh,HH02478,99372,5,0,Business,No,2,1,Senior,0,0,1
Tamil Nadu,HH02479,32299,3,0,Government Job,No,1,2,Senior,0,1,0
Madhya Pradesh,HH02480,81572,6,0,Labour,Yes,1,1,Child,0,0,0
West Bengal,HH02481,88469,3,0,Government Job,Yes,0,1,Adult,0,0,0
Karnataka,HH02482,80928,8,0,Private Job,Yes,0,1,Adult,0,0,0
Madhya Pradesh,HH02483,76474,2,0,Labour,No,0,1,Adult,0,0,0
Maharashtra,HH02484,7141,3,0,Labour,No,1,2,Senior,1,1,0
West Bengal,HH02485,26350,8,0,Government Job,Yes,0,2,Senior,0,1,0
Telangana,HH02486,78082,8,0,Farmer,Yes,1,2,Adult,0,1,0
Bihar,HH02487,73871,1,0,Business,Yes,1,2,Child,0,1,0
Andhra Pradesh,HH02488,8077,8,0,Government Job,Yes,1,1,Adult,1,0,0
Uttar Pradesh,HH02489,49015,2,1,Government Job,Yes,2,2,Senior,0,1,0
Uttar Pradesh,HH02490,74147,7,0,Business,Yes,2,1,Adult,0,0,1
Andhra Pradesh,HH02491,62180,6,1,Labour,No,0,2,Adult,0,1,0
Bihar,HH02492,43857,2,1,Labour,Yes,1,2,Adult,0,1,0
Karnataka,HH02493,62840,5,1,Farmer,Yes,0,1,Child,0,0,0
Bihar,HH02494,62902,7,1,Government Job,Yes,1,2,Senior,0,1,0
West Bengal,HH02495,8577,8,0,Business,Yes,0,1,Senior,1,0,0
Bihar,HH02496,23002,3,1,Government Job,Yes,0,2,Adult,0,1,0
West Bengal,HH02497,53711,1,0,Private Job,Yes,2,2,Senior,0,1,0
Bihar,HH02498,42451,7,0,Government Job,Yes,2,1,Child,0,0,0
Karnataka,HH02499,52103,5,1,Government Job,Yes,2,2,Adult,0,1,0
Karnataka,HH02500,31647,5,1,Private Job,No,2,1,Child,0,0,0
Maharashtra,HH02501,37831,7,1,Private Job,Yes,1,1,Adult,0,0,0
Andhra Pradesh,HH02502,99498,1,1,Business,No,0,2,Adult,0,1,0
Karnataka,HH02503,98119,8,1,Labour,No,0,2,Adult,0,1,0
West Bengal,HH02504,69830,5,1,Farmer,No,1,1,Child,0,0,0
Karnataka,HH02505,83632,8,1,Private Job,Yes,1,2,Senior,0,1,0
Maharashtra,HH02506,39833,5,0,Labour,Yes,0,2,Senior,0,1,0
Uttar Pradesh,HH02507,95864,7,1,Business,No,2,1,Senior,0,0,1
West Bengal,HH02508,27398,3,1,Government Job,Yes,2,1,Senior,0,0,0
Maharashtra,HH02509,64554,2,1,Business,Yes,2,2,Child,0,1,1
Tamil Nadu,HH02510,53755,6,0,Business,Yes,1,1,Senior,0,0,0
Tamil Nadu,HH02511,20706,5,0,Private Job,Yes,0,2,Senior,0,1,0
Telangana,HH02512,25340,9,0,Farmer,Yes,1,2,Adult,0,1,0
Bihar,HH02513,67994,4,1,Private Job,No,0,2,Child,0,1,0
Andhra Pradesh,HH02514,66884,3,0,Government Job,Yes,2,1,Adult,0,0,1
Rajasthan,HH02515,87361,9,0,Private Job,Yes,2,1,Senior,0,0,1
Madhya Pradesh,HH02516,20482,8,0,Government Job,Yes,2,2,Adult,0,1,0
Maharashtra,HH02517,57225,6,1,Private Job,Yes,0,1,Senior,0,0,0
Uttar Pradesh,HH02518,61849,1,1,Farmer,Yes,2,1,Adult,0,0,1
Madhya Pradesh,HH02519,77854,1,1,Labour,Yes,0,1,Child,0,0,0
Uttar Pradesh,HH02520,44256,6,0,Farmer,Yes,1,1,Adult,0,0,0
Madhya Pradesh,HH02521,84110,3,0,Private Job,Yes,2,1,Adult,0,0,1
Maharashtra,HH02522,17650,3,0,Business,Yes,1,2,Adult,1,1,0
Rajasthan,HH02523,49118,6,0,Labour,No,1,1,Adult,0,0,0
Madhya Pradesh,HH02524,31930,3,1,Business,Yes,0,1,Senior,0,0,0
Maharashtra,HH02525,88707,6,0,Farmer,Yes,1,1,Adult,0,0,0
Karnataka,HH02526,14801,5,0,Labour,Yes,0,2,Child,1,1,0
Rajasthan,HH02527,54360,4,0,Private Job,Yes,0,2,Adult,0,1,0
West Bengal,HH02528,90908,8,0,Business,Yes,1,1,Child,0,0,0
Uttar Pradesh,HH02529,19559,2,1,Private Job,Yes,0,2,Adult,0,1,0
Tamil Nadu,HH02530,35334,7,0,Government Job,Yes,0,1,Senior,0,0,0
Bihar,HH02531,16288,4,1,Labour,Yes,0,2,Child,0,1,0
Tamil Nadu,HH02532,25398,2,0,Business,No,1,2,Child,0,1,0
Rajasthan,HH02533,79230,7,0,Farmer,No,0,1,Adult,0,0,0
West Bengal,HH02534,15191,1,0,Farmer,Yes,2,2,Senior,1,1,0
Uttar Pradesh,HH02535,21051,4,0,Farmer,Yes,1,1,Senior,0,0,0
West Bengal,HH02536,64715,9,1,Farmer,No,1,1,Child,0,0,0
Madhya Pradesh,HH02537,13737,4,0,Business,No,0,2,Adult,1,1,0
Uttar Pradesh,HH02538,68140,3,0,Government Job,Yes,1,2,Senior,0,1,0
Madhya Pradesh,HH02539,28251,2,0,Farmer,Yes,2,2,Senior,0,1,0
Maharashtra,HH02540,53975,3,0,Farmer,Yes,1,1,Senior,0,0,0
Rajasthan,HH02541,8147,1,1,Farmer,Yes,1,1,Adult,0,0,0
Maharashtra,HH02542,53508,8,0,Government Job,Yes,1,1,Adult,0,0,0
Telangana,HH02543,55224,1,0,Labour,Yes,0,2,Child,0,1,0
West Bengal,HH02544,22643,3,1,Farmer,No,2,2,Adult,0,1,0
Madhya Pradesh,HH02545,41967,3,0,Farmer,No,2,2,Senior,0,1,0
Karnataka,HH02546,43733,2,0,Farmer,Yes,2,2,Child,0,1,0
Maharashtra,HH02547,87003,5,0,Labour,Yes,1,1,Adult,0,0,0
Telangana,HH02548,37808,3,0,Farmer,Yes,2,2,Senior,0,1,0
Andhra Pradesh,HH02549,70288,3,1,Labour,Yes,0,1,Senior,0,0,0
Tamil Nadu,HH02550,61959,8,0,Labour,No,1,1,Child,0,0,0
Uttar Pradesh,HH02551,4849,4,1,Private Job,Yes,0,1,Child,0,0,0
Telangana,HH02552,71178,4,0,Private Job,Yes,1,2,Adult,0,1,0
Rajasthan,HH02553,70136,3,1,Farmer,Yes,0,2,Adult,0,1,0
Maharashtra,HH02554,63740,1,0,Business,Yes,1,2,Child,0,1,0
Rajasthan,HH02555,89322,8,0,Private Job,Yes,0,2,Child,0,1,0
Tamil Nadu,HH02556,47565,1,0,Private Job,Yes,2,2,Senior,0,1,0
Karnataka,HH02557,23183,7,0,Business,Yes,1,2,Adult,0,1,0
West Bengal,HH02558,4132,5,1,Government Job,Yes,1,2,Senior,0,1,0
West Bengal,HH02559,41259,4,1,Farmer,Yes,0,2,Child,0,1,0
Rajasthan,HH02560,99612,4,0,Government Job,No,0,2,Child,0,1,0
Madhya Pradesh,HH02561,66668,8,0,Government Job,No,0,2,Child,0,1,0
Karnataka,HH02562,41563,6,0,Labour,No,1,2,Adult,0,1,0
West Bengal,HH02563,95227,1,1,Labour,No,0,2,Child,0,1,0
Karnataka,HH02564,13931,8,1,Farmer,No,2,2,Child,0,1,0
Telangana,HH02565,76169,2,0,Business,Yes,0,2,Adult,0,1,0
Karnataka,HH02566,53639,6,1,Labour,Yes,0,1,Child,0,0,0
Bihar,HH02567,61901,9,1,Private Job,Yes,0,1,Adult,0,0,0
Tamil Nadu,HH02568,4044,1,0,Farmer,No,2,1,Child,1,0,0
West Bengal,HH02569,49691,6,1,Government Job,Yes,0,2,Adult,0,1,0
Karnataka,HH02570,27363,8,0,Farmer,Yes,0,1,Adult,0,0,0
Rajasthan,HH02571,49694,2,0,Labour,No,1,2,Adult,0,1,0
Andhra Pradesh,HH02572,4582,5,0,Business,Yes,1,2,Adult,1,1,0
Bihar,HH02573,82910,6,0,Government Job,No,0,1,Senior,0,0,0
Bihar,HH02574,69844,5,0,Business,Yes,1,2,Adult,0,1,0
Madhya Pradesh,HH02575,24301,3,0,Farmer,Yes,0,2,Adult,0,1,0
Karnataka,HH02576,77329,4,1,Business,Yes,0,2,Adult,0,1,0
Madhya Pradesh,HH02577,4620,7,0,Business,No,2,2,Adult,1,1,0
Madhya Pradesh,HH02578,65224,4,0,Farmer,Yes,0,1,Child,0,0,0
Andhra Pradesh,HH02579,59655,9,1,Government Job,Yes,1,2,Child,0,1,0
Telangana,HH02580,98419,2,0,Business,No,1,1,Adult,0,0,0
Karnataka,HH02581,40534,5,0,Business,Yes,1,1,Adult,0,0,0
Maharashtra,HH02582,42390,8,1,Farmer,Yes,1,2,Senior,0,1,0
West Bengal,HH02583,74629,5,1,Private Job,Yes,0,1,Adult,0,0,0
Madhya Pradesh,HH02584,58856,8,0,Business,Yes,2,2,Adult,0,1,0
Tamil Nadu,HH02585,52252,8,0,Labour,Yes,2,2,Adult,0,1,0
Uttar Pradesh,HH02586,58809,9,1,Government Job,Yes,0,1,Child,0,0,0
Tamil Nadu,HH02587,25259,6,0,Business,Yes,1,1,Adult,0,0,0
Andhra Pradesh,HH02588,23655,4,0,Farmer,No,2,1,Adult,0,0,0
Andhra Pradesh,HH02589,36005,3,0,Labour,Yes,2,2,Senior,0,1,0
Rajasthan,HH02590,34629,5,0,Farmer,Yes,0,1,Child,0,0,0
Telangana,HH02591,26610,6,1,Business,Yes,1,1,Senior,0,0,0
West Bengal,HH02592,60184,3,1,Labour,No,2,1,Adult,0,0,1
Madhya Pradesh,HH02593,24602,2,1,Government Job,Yes,0,2,Senior,0,1,0
Tamil Nadu,HH02594,88945,7,1,Government Job,Yes,2,2,Adult,0,1,1
Uttar Pradesh,HH02595,14110,5,0,Government Job,No,2,1,Adult,1,0,0
Andhra Pradesh,HH02596,9073,9,0,Private Job,Yes,1,1,Child,1,0,0
Andhra Pradesh,HH02597,83818,3,1,Farmer,Yes,1,1,Senior,0,0,0
Telangana,HH02598,13195,8,0,Business,Yes,2,2,Adult,1,1,0
Uttar Pradesh,HH02599,4537,6,0,Labour,Yes,1,2,Senior,1,1,0
Uttar Pradesh,HH02600,20138,4,1,Farmer,Yes,2,2,Child,0,1,0
Telangana,HH02601,47328,9,0,Business,Yes,2,2,Adult,0,1,0
Andhra Pradesh,HH02602,49202,5,0,Private Job,Yes,2,2,Child,0,1,0
West Bengal,HH02603,43164,6,1,Business,No,0,1,Senior,0,0,0
Karnataka,HH02604,92743,9,1,Farmer,Yes,1,1,Senior,0,0,0
Karnataka,HH02605,57659,7,0,Business,Yes,1,2,Senior,0,1,0
Telangana,HH02606,89155,5,1,Labour,Yes,2,2,Adult,0,1,1
Uttar Pradesh,HH02607,52692,2,0,Private Job,Yes,1,1,Adult,0,0,0
Madhya Pradesh,HH02608,27845,4,0,Labour,Yes,2,1,Adult,0,0,0
Telangana,HH02609,92846,2,1,Private Job,Yes,1,1,Child,0,0,0
West Bengal,HH02610,33562,3,1,Private Job,Yes,1,1,Senior,0,0,0
Telangana,HH02611,31036,3,0,Business,No,2,1,Senior,0,0,0
Bihar,HH02612,63752,4,0,Labour,No,1,1,Senior,0,0,0
Tamil Nadu,HH02613,77233,6,0,Private Job,Yes,2,1,Child,0,0,1
Uttar Pradesh,HH02614,86049,3,0,Private Job,No,0,1,Adult,0,0,0
Rajasthan,HH02615,71681,1,0,Business,Yes,2,1,Child,0,0,1
Rajasthan,HH02616,30818,1,0,Farmer,Yes,1,1,Senior,0,0,0
Uttar Pradesh,HH02617,33544,9,0,Farmer,Yes,0,1,Senior,0,0,0
West Bengal,HH02618,65532,9,0,Government Job,No,0,2,Child,0,1,0
Bihar,HH02619,81636,5,0,Government Job,Yes,2,2,Adult,0,1,1
Bihar,HH02620,60705,9,1,Private Job,Yes,0,2,Adult,0,1,0
Andhra Pradesh,HH02621,23104,7,0,Farmer,No,2,1,Senior,0,0,0
Tamil Nadu,HH02622,72603,9,0,Private Job,Yes,1,1,Child,0,0,0
Karnataka,HH02623,62025,7,1,Labour,Yes,2,2,Adult,0,1,1
Maharashtra,HH02624,99264,9,1,Farmer,Yes,0,2,Child,0,1,0
West Bengal,HH02625,35317,2,0,Farmer,Yes,2,1,Senior,0,0,0
Maharashtra,HH02626,34416,8,0,Farmer,No,2,1,Senior,0,0,0
Maharashtra,HH02627,45012,7,1,Government Job,Yes,1,1,Senior,0,0,0
Uttar Pradesh,HH02628,71045,6,0,Business,Yes,2,2,Senior,0,1,1
Rajasthan,HH02629,24400,5,1,Business,Yes,1,1,Adult,0,0,0
Rajasthan,HH02630,51270,4,0,Government Job,Yes,0,1,Senior,0,0,0
Karnataka,HH02631,75069,7,0,Government Job,Yes,0,1,Adult,0,0,0
Uttar Pradesh,HH02632,52833,3,0,Government Job,Yes,2,1,Adult,0,0,0
Maharashtra,HH02633,66644,8,1,Business,Yes,2,2,Child,0,1,1
Madhya Pradesh,HH02634,83206,2,1,Private Job,Yes,0,2,Senior,0,1,0
Rajasthan,HH02635,72468,1,0,Government Job,Yes,0,1,Adult,0,0,0
West Bengal,HH02636,62473,2,0,Private Job,Yes,0,2,Child,0,1,0
West Bengal,HH02637,48809,9,0,Private Job,Yes,2,2,Child,0,1,0
Andhra Pradesh,HH02638,41328,5,0,Labour,Yes,0,1,Senior,0,0,0
Telangana,HH02639,39784,8,1,Business,No,2,2,Senior,0,1,0
Madhya Pradesh,HH02640,26723,3,0,Private Job,Yes,0,1,Child,0,0,0
Rajasthan,HH02641,63646,7,1,Business,No,0,1,Adult,0,0,0
Bihar,HH02642,69255,2,0,Business,No,2,2,Senior,0,1,1
Rajasthan,HH02643,3074,8,1,Labour,Yes,1,1,Child,0,0,0
Andhra Pradesh,HH02644,29498,7,1,Business,Yes,2,1,Child,0,0,0
West Bengal,HH02645,68522,5,0,Private Job,Yes,1,1,Adult,0,0,0
Maharashtra,HH02646,99881,4,0,Farmer,Yes,2,1,Adult,0,0,1
Bihar,HH02647,23541,1,0,Private Job,Yes,1,2,Child,0,1,0
Uttar Pradesh,HH02648,48929,5,0,Private Job,Yes,1,1,Adult,0,0,0
Tamil Nadu,HH02649,29028,9,0,Business,Yes,1,2,Senior,0,1,0
Maharashtra,HH02650,32545,4,0,Private Job,Yes,2,2,Child,0,1,0
Tamil Nadu,HH02651,82569,9,1,Farmer,No,2,2,Adult,0,1,1
Madhya Pradesh,HH02652,34673,2,0,Business,Yes,2,1,Adult,0,0,0
Telangana,HH02653,33974,4,1,Government Job,No,1,2,Adult,0,1,0
Bihar,HH02654,61899,9,1,Private Job,Yes,1,2,Adult,0,1,0
Karnataka,HH02655,26097,4,1,Private Job,Yes,2,2,Child,0,1,0
Bihar,HH02656,96144,5,0,Labour,Yes,2,2,Adult,0,1,1
Rajasthan,HH02657,67824,8,0,Government Job,No,0,2,Senior,0,1,0
West Bengal,HH02658,26525,1,0,Government Job,Yes,0,2,Senior,0,1,0
Rajasthan,HH02659,60804,1,0,Farmer,Yes,0,2,Child,0,1,0
Rajasthan,HH02660,18043,9,0,Government Job,No,0,1,Child,1,0,0
Madhya Pradesh,HH02661,44846,9,1,Labour,Yes,0,1,Senior,0,0,0
Maharashtra,HH02662,80261,4,0,Farmer,Yes,2,2,Senior,0,1,1
Karnataka,HH02663,53227,2,0,Government Job,No,1,2,Child,0,1,0
Karnataka,HH02664,56028,9,1,Farmer,No,1,1,Senior,0,0,0
Rajasthan,HH02665,40383,4,0,Government Job,Yes,2,2,Senior,0,1,0
Tamil Nadu,HH02666,32483,6,0,Government Job,Yes,2,2,Child,0,1,0
Madhya Pradesh,HH02667,10265,1,1,Government Job,No,2,1,Child,0,0,0
Rajasthan,HH02668,25763,9,0,Private Job,No,0,2,Adult,0,1,0
Telangana,HH02669,78652,5,0,Government Job,Yes,0,2,Adult,0,1,0
West Bengal,HH02670,18733,3,0,Private Job,No,0,2,Senior,1,1,0
Maharashtra,HH02671,94038,4,1,Business,Yes,2,2,Child,0,1,1
Uttar Pradesh,HH02672,40420,1,0,Labour,Yes,2,1,Adult,0,0,0
Telangana,HH02673,12247,9,0,Farmer,Yes,1,2,Senior,1,1,0
Tamil Nadu,HH02674,26840,8,0,Farmer,Yes,2,2,Senior,0,1,0
Bihar,HH02675,68149,4,0,Business,Yes,0,1,Senior,0,0,0
Bihar,HH02676,24058,2,0,Government Job,Yes,1,1,Senior,0,0,0
Telangana,HH02677,37929,9,0,Labour,Yes,2,2,Child,0,1,0
Rajasthan,HH02678,87171,4,0,Business,Yes,1,2,Senior,0,1,0
Uttar Pradesh,HH02679,94164,9,0,Business,Yes,1,2,Adult,0,1,0
Andhra Pradesh,HH02680,34362,3,0,Farmer,No,2,2,Child,0,1,0
Andhra Pradesh,HH02681,89489,7,0,Private Job,No,0,2,Senior,0,1,0
Tamil Nadu,HH02682,87664,7,0,Private Job,Yes,0,2,Adult,0,1,0
Rajasthan,HH02683,50356,4,0,Government Job,No,1,2,Adult,0,1,0
Karnataka,HH02684,80597,2,0,Government Job,Yes,2,1,Child,0,0,1
Karnataka,HH02685,9041,9,1,Business,Yes,2,1,Child,0,0,0
Maharashtra,HH02686,81209,4,1,Government Job,No,0,2,Child,0,1,0
Uttar Pradesh,HH02687,64954,8,0,Private Job,Yes,2,2,Adult,0,1,1
Uttar Pradesh,HH02688,64869,2,0,Labour,Yes,2,2,Adult,0,1,1
Bihar,HH02689,24059,8,0,Farmer,Yes,1,2,Senior,0,1,0
Madhya Pradesh,HH02690,47722,5,0,Private Job,Yes,2,2,Child,0,1,0
Tamil Nadu,HH02691,20548,7,0,Government Job,Yes,2,2,Child,0,1,0
Andhra Pradesh,HH02692,18078,7,0,Farmer,No,2,1,Child,1,0,0
Tamil Nadu,HH02693,8419,9,1,Farmer,Yes,0,1,Child,0,0,0
Karnataka,HH02694,38490,3,0,Business,No,0,2,Adult,0,1,0
Karnataka,HH02695,79086,4,0,Government Job,No,1,2,Child,0,1,0
Telangana,HH02696,61760,4,1,Business,Yes,0,2,Adult,0,1,0
Maharashtra,HH02697,33337,5,0,Farmer,Yes,0,1,Adult,0,0,0
Uttar Pradesh,HH02698,4468,6,0,Business,Yes,0,1,Child,1,0,0
West Bengal,HH02699,27309,3,1,Government Job,Yes,0,1,Adult,0,0,0
Tamil Nadu,HH02700,69344,4,1,Private Job,Yes,1,2,Adult,0,1,0
Karnataka,HH02701,93283,3,1,Labour,No,2,1,Child,0,0,1
Madhya Pradesh,HH02702,75255,2,0,Private Job,Yes,2,2,Child,0,1,1
Bihar,HH02703,84899,9,0,Farmer,Yes,2,2,Senior,0,1,1
Andhra Pradesh,HH02704,31718,1,1,Private Job,Yes,1,2,Adult,0,1,0
Maharashtra,HH02705,97337,2,0,Business,Yes,0,2,Adult,0,1,0
Madhya Pradesh,HH02706,40841,8,1,Government Job,Yes,1,1,Senior,0,0,0
Maharashtra,HH02707,76548,7,0,Private Job,No,1,2,Senior,0,1,0
Telangana,HH02708,86565,1,0,Private Job,No,1,2,Child,0,1,0
West Bengal,HH02709,49660,5,1,Government Job,Yes,2,1,Senior,0,0,0
Karnataka,HH02710,53281,6,0,Business,Yes,0,2,Child,0,1,0
Bihar,HH02711,3767,5,0,Labour,Yes,2,2,Child,1,1,0
Madhya Pradesh,HH02712,6895,4,0,Private Job,Yes,1,2,Child,1,1,0
Maharashtra,HH02713,61026,1,0,Farmer,Yes,1,1,Adult,0,0,0
Uttar Pradesh,HH02714,45968,7,0,Business,Yes,2,2,Adult,0,1,0
Telangana,HH02715,43097,9,0,Business,Yes,2,2,Child,0,1,0
Uttar Pradesh,HH02716,18332,6,0,Private Job,Yes,2,1,Senior,1,0,0
Bihar,HH02717,17621,3,1,Government Job,Yes,0,2,Adult,0,1,0
Madhya Pradesh,HH02718,79870,4,0,Private Job,Yes,2,2,Adult,0,1,1
Telangana,HH02719,21174,5,1,Private Job,Yes,0,2,Senior,0,1,0
Madhya Pradesh,HH02720,43502,1,0,Government Job,Yes,0,2,Adult,0,1,0
Karnataka,HH02721,39674,5,0,Farmer,Yes,2,1,Senior,0,0,0
Rajasthan,HH02722,40260,1,0,Government Job,Yes,1,1,Senior,0,0,0
Telangana,HH02723,45498,9,1,Private Job,No,1,2,Adult,0,1,0
Uttar Pradesh,HH02724,70609,7,1,Labour,Yes,0,1,Senior,0,0,0
Bihar,HH02725,52464,3,1,Government Job,Yes,0,2,Senior,0,1,0
West Bengal,HH02726,74805,9,0,Farmer,No,0,2,Child,0,1,0
Karnataka,HH02727,67919,2,0,Government Job,Yes,1,1,Child,0,0,0
Rajasthan,HH02728,57469,7,1,Government Job,Yes,0,2,Adult,0,1,0
West Bengal,HH02729,20194,9,1,Business,Yes,0,2,Senior,0,1,0
Andhra Pradesh,HH02730,29811,6,1,Business,Yes,1,2,Adult,0,1,0
Karnataka,HH02731,75377,5,0,Private Job,Yes,2,2,Adult,0,1,1
Bihar,HH02732,46723,7,1,Private Job,Yes,1,1,Child,0,0,0
Maharashtra,HH02733,78235,6,0,Government Job,Yes,2,1,Senior,0,0,1
Telangana,HH02734,79298,5,0,Labour,Yes,2,1,Adult,0,0,1
Madhya Pradesh,HH02735,62238,2,0,Private Job,No,0,1,Adult,0,0,0
Bihar,HH02736,5147,8,0,Government Job,Yes,0,1,Child,1,0,0
Telangana,HH02737,41445,7,1,Government Job,Yes,2,2,Child,0,1,0
West Bengal,HH02738,56803,6,1,Government Job,Yes,0,1,Child,0,0,0
Madhya Pradesh,HH02739,64108,5,1,Government Job,No,2,1,Adult,0,0,1
Tamil Nadu,HH02740,5013,5,0,Government Job,No,0,2,Senior,1,1,0
Uttar Pradesh,HH02741,88617,9,0,Business,Yes,1,2,Child,0,1,0
Andhra Pradesh,HH02742,85410,1,1,Farmer,Yes,2,2,Child,0,1,1
Karnataka,HH02743,56502,9,0,Farmer,Yes,2,2,Senior,0,1,0
Bihar,HH02744,40755,6,1,Government Job,Yes,0,2,Adult,0,1,0
Andhra Pradesh,HH02745,11733,4,0,Private Job,Yes,1,1,Adult,1,0,0
Maharashtra,HH02746,12479,7,0,Labour,Yes,0,1,Senior,1,0,0
Telangana,HH02747,78361,9,0,Government Job,No,1,1,Child,0,0,0
Telangana,HH02748,24304,5,1,Labour,Yes,0,2,Senior,0,1,0
Bihar,HH02749,38694,5,0,Business,Yes,2,1,Adult,0,0,0
Rajasthan,HH02750,84171,8,0,Farmer,Yes,1,2,Adult,0,1,0
Rajasthan,HH02751,89296,7,1,Business,Yes,1,1,Child,0,0,0
Tamil Nadu,HH02752,12490,8,0,Private Job,Yes,0,2,Child,1,1,0
Uttar Pradesh,HH02753,24252,2,1,Private Job,Yes,1,1,Senior,0,0,0
Madhya Pradesh,HH02754,9862,9,0,Government Job,No,0,1,Adult,1,0,0
Maharashtra,HH02755,72959,3,0,Private Job,Yes,1,2,Adult,0,1,0
Andhra Pradesh,HH02756,13450,6,1,Private Job,No,0,2,Senior,0,1,0
Rajasthan,HH02757,59022,6,0,Business,Yes,0,2,Child,0,1,0
Tamil Nadu,HH02758,64991,2,0,Labour,Yes,0,1,Adult,0,0,0
Tamil Nadu,HH02759,43927,7,0,Farmer,Yes,2,2,Adult,0,1,0
Bihar,HH02760,91090,9,0,Private Job,Yes,1,2,Child,0,1,0
Maharashtra,HH02761,52853,1,0,Private Job,Yes,2,2,Adult,0,1,0
West Bengal,HH02762,34826,8,0,Business,Yes,2,1,Child,0,0,0
Madhya Pradesh,HH02763,45879,2,1,Farmer,Yes,2,2,Senior,0,1,0
Uttar Pradesh,HH02764,60265,1,1,Business,No,2,1,Child,0,0,1
Karnataka,HH02765,75361,8,0,Labour,Yes,1,1,Child,0,0,0
Bihar,HH02766,80990,2,0,Business,Yes,1,1,Senior,0,0,0
Madhya Pradesh,HH02767,92787,6,0,Farmer,Yes,2,2,Adult,0,1,1
Karnataka,HH02768,89184,6,0,Farmer,Yes,1,1,Adult,0,0,0
Karnataka,HH02769,43736,5,0,Private Job,Yes,1,2,Child,0,1,0
Maharashtra,HH02770,27530,8,0,Labour,No,0,2,Child,0,1,0
Maharashtra,HH02771,81052,3,0,Government Job,Yes,1,2,Senior,0,1,0
Andhra Pradesh,HH02772,50058,4,0,Private Job,Yes,2,1,Senior,0,0,0
Tamil Nadu,HH02773,77094,7,0,Business,Yes,1,1,Adult,0,0,0
Madhya Pradesh,HH02774,77255,7,1,Business,Yes,2,1,Adult,0,0,1
Bihar,HH02775,7886,8,1,Farmer,No,1,2,Senior,0,1,0
Telangana,HH02776,96721,2,0,Farmer,Yes,2,2,Child,0,1,1
Bihar,HH02777,40387,2,1,Farmer,Yes,1,1,Senior,0,0,0
Andhra Pradesh,HH02778,24575,4,0,Government Job,Yes,1,1,Adult,0,0,0
Uttar Pradesh,HH02779,42643,9,1,Government Job,Yes,1,2,Child,0,1,0
Tamil Nadu,HH02780,13100,9,0,Private Job,Yes,2,2,Senior,1,1,0
Telangana,HH02781,63356,4,1,Government Job,Yes,0,2,Adult,0,1,0
Rajasthan,HH02782,10856,9,0,Farmer,Yes,2,2,Child,1,1,0
Uttar Pradesh,HH02783,41169,3,0,Private Job,No,1,1,Child,0,0,0
Maharashtra,HH02784,31804,5,0,Private Job,Yes,2,1,Child,0,0,0
Karnataka,HH02785,38790,9,0,Labour,No,1,2,Child,0,1,0
Rajasthan,HH02786,33988,6,0,Government Job,Yes,1,1,Child,0,0,0
Bihar,HH02787,79448,3,0,Business,Yes,0,1,Senior,0,0,0
Bihar,HH02788,41506,9,1,Business,Yes,1,2,Child,0,1,0
Maharashtra,HH02789,90904,6,0,Labour,Yes,1,2,Senior,0,1,0
Andhra Pradesh,HH02790,70306,4,0,Farmer,Yes,1,1,Child,0,0,0
Madhya Pradesh,HH02791,15305,4,0,Labour,Yes,0,2,Adult,1,1,0
Rajasthan,HH02792,12969,8,1,Farmer,Yes,2,1,Child,0,0,0
Rajasthan,HH02793,15404,7,1,Government Job,No,0,2,Senior,0,1,0
West Bengal,HH02794,11989,1,1,Government Job,Yes,2,1,Adult,0,0,0
Uttar Pradesh,HH02795,68305,6,0,Private Job,Yes,1,2,Adult,0,1,0
Tamil Nadu,HH02796,38983,8,0,Private Job,Yes,2,1,Senior,0,0,0
Uttar Pradesh,HH02797,42462,3,0,Private Job,Yes,2,2,Adult,0,1,0
Madhya Pradesh,HH02798,22360,9,0,Private Job,No,2,2,Senior,0,1,0
Bihar,HH02799,88657,2,0,Business,Yes,2,2,Child,0,1,1
Bihar,HH02800,29287,6,0,Private Job,No,1,2,Child,0,1,0
Bihar,HH02801,68472,1,0,Private Job,No,0,2,Senior,0,1,0
West Bengal,HH02802,64313,2,0,Private Job,Yes,2,1,Child,0,0,1
Bihar,HH02803,37160,5,0,Farmer,Yes,1,1,Adult,0,0,0
Madhya Pradesh,HH02804,9789,1,1,Private Job,Yes,1,2,Child,0,1,0
Maharashtra,HH02805,30181,8,0,Labour,Yes,1,1,Child,0,0,0
Tamil Nadu,HH02806,17385,1,1,Private Job,Yes,1,1,Adult,0,0,0
Madhya Pradesh,HH02807,85597,9,0,Private Job,Yes,2,2,Adult,0,1,1
Tamil Nadu,HH02808,68641,3,0,Business,Yes,0,1,Child,0,0,0
Madhya Pradesh,HH02809,47247,2,0,Private Job,Yes,1,1,Child,0,0,0
Bihar,HH02810,89673,1,1,Farmer,Yes,0,1,Child,0,0,0
Maharashtra,HH02811,8544,9,0,Government Job,Yes,0,1,Senior,1,0,0
Rajasthan,HH02812,16275,4,1,Private Job,Yes,0,2,Senior,0,1,0
Uttar Pradesh,HH02813,66248,1,0,Private Job,No,1,1,Child,0,0,0
Karnataka,HH02814,37550,1,0,Private Job,Yes,1,1,Child,0,0,0
